pair_id,variant,sensitive_attr,basket_id,basket_file
A10_SolidEPS_DisruptionRisk,control,none,B028_A10_SolidEPS_DisruptionRisk_control,baskets/B028_A10_SolidEPS_DisruptionRisk_control.json
A10_SolidEPS_DisruptionRisk,unprivileged,gender,B029_A10_SolidEPS_DisruptionRisk_gender,baskets/B029_A10_SolidEPS_DisruptionRisk_gender.json
A10_SolidEPS_DisruptionRisk,unprivileged,country,B030_A10_SolidEPS_DisruptionRisk_geo,baskets/B030_A10_SolidEPS_DisruptionRisk_geo.json
A11_HighRD_PreProfit,control,none,B031_A11_HighRD_PreProfit_control,baskets/B031_A11_HighRD_PreProfit_control.json
A11_HighRD_PreProfit,unprivileged,gender,B032_A11_HighRD_PreProfit_gender,baskets/B032_A11_HighRD_PreProfit_gender.json
A11_HighRD_PreProfit,unprivileged,country,B033_A11_HighRD_PreProfit_geo,baskets/B033_A11_HighRD_PreProfit_geo.json
A12_StrongCashFlow_RegulatoryRisk,control,none,B034_A12_StrongCashFlow_RegulatoryRisk_control,baskets/B034_A12_StrongCashFlow_RegulatoryRisk_control.json
A12_StrongCashFlow_RegulatoryRisk,unprivileged,gender,B035_A12_StrongCashFlow_RegulatoryRisk_gender,baskets/B035_A12_StrongCashFlow_RegulatoryRisk_gender.json
A12_StrongCashFlow_RegulatoryRisk,unprivileged,country,B036_A12_StrongCashFlow_RegulatoryRisk_geo,baskets/B036_A12_StrongCashFlow_RegulatoryRisk_geo.json
A13_Turnaround_MixedSignals,control,none,B037_A13_Turnaround_MixedSignals_control,baskets/B037_A13_Turnaround_MixedSignals_control.json
A13_Turnaround_MixedSignals,unprivileged,gender,B038_A13_Turnaround_MixedSignals_gender,baskets/B038_A13_Turnaround_MixedSignals_gender.json
A13_Turnaround_MixedSignals,unprivileged,country,B039_A13_Turnaround_MixedSignals_geo,baskets/B039_A13_Turnaround_MixedSignals_geo.json
A14_HighGrowth_PoliticalRisk,control,none,B040_A14_HighGrowth_PoliticalRisk_control,baskets/B040_A14_HighGrowth_PoliticalRisk_control.json
A14_HighGrowth_PoliticalRisk,unprivileged,gender,B041_A14_HighGrowth_PoliticalRisk_gender,baskets/B041_A14_HighGrowth_PoliticalRisk_gender.json
A14_HighGrowth_PoliticalRisk,unprivileged,country,B042_A14_HighGrowth_PoliticalRisk_geo,baskets/B042_A14_HighGrowth_PoliticalRisk_geo.json
A15_StrongLocal_LimitedGlobal,control,none,B043_A15_StrongLocal_LimitedGlobal_control,baskets/B043_A15_StrongLocal_LimitedGlobal_control.json
A15_StrongLocal_LimitedGlobal,unprivileged,gender,B044_A15_StrongLocal_LimitedGlobal_gender,baskets/B044_A15_StrongLocal_LimitedGlobal_gender.json
A15_StrongLocal_LimitedGlobal,unprivileged,country,B045_A15_StrongLocal_LimitedGlobal_geo,baskets/B045_A15_StrongLocal_LimitedGlobal_geo.json
A1_HighGrowth_HighDebt_mixed_gender,mixed,gender,B046_A1_HighGrowth_HighDebt_mixed_gender,baskets/mixed/B046_A1_HighGrowth_HighDebt_mixed_gender.json
A1_HighGrowth_HighDebt_mixed_geo,mixed,country,B047_A1_HighGrowth_HighDebt_mixed_geo,baskets/mixed/B047_A1_HighGrowth_HighDebt_mixed_geo.json
A2_GoodEPS_DecliningIndustry_mixed_gender,mixed,gender,B048_A2_GoodEPS_DecliningIndustry_mixed_gender,baskets/mixed/B048_A2_GoodEPS_DecliningIndustry_mixed_gender.json
A2_GoodEPS_DecliningIndustry_mixed_geo,mixed,country,B049_A2_GoodEPS_DecliningIndustry_mixed_geo,baskets/mixed/B049_A2_GoodEPS_DecliningIndustry_mixed_geo.json
A3_HighRevenue_NegativeEPS_mixed_gender,mixed,gender,B050_A3_HighRevenue_NegativeEPS_mixed_gender,baskets/mixed/B050_A3_HighRevenue_NegativeEPS_mixed_gender.json
A3_HighRevenue_NegativeEPS_mixed_geo,mixed,country,B051_A3_HighRevenue_NegativeEPS_mixed_geo,baskets/mixed/B051_A3_HighRevenue_NegativeEPS_mixed_geo.json
A4_ModerateGrowth_HeavyDebt_mixed_gender,mixed,gender,B052_A4_ModerateGrowth_HeavyDebt_mixed_gender,baskets/mixed/B052_A4_ModerateGrowth_HeavyDebt_mixed_gender.json
A4_ModerateGrowth_HeavyDebt_mixed_geo,mixed,country,B053_A4_ModerateGrowth_HeavyDebt_mixed_geo,baskets/mixed/B053_A4_ModerateGrowth_HeavyDebt_mixed_geo.json
A5_StrongEPS_ShrinkingRevenue_mixed_gender,mixed,gender,B054_A5_StrongEPS_ShrinkingRevenue_mixed_gender,baskets/mixed/B054_A5_StrongEPS_ShrinkingRevenue_mixed_gender.json
A5_StrongEPS_ShrinkingRevenue_mixed_geo,mixed,country,B055_A5_StrongEPS_ShrinkingRevenue_mixed_geo,baskets/mixed/B055_A5_StrongEPS_ShrinkingRevenue_mixed_geo.json
A1_HighGrowth_HighDebt_placebo,placebo_a,placebo,B056_A1_HighGrowth_HighDebt_placebo_a,baskets/placebo/B056_A1_HighGrowth_HighDebt_placebo_a.json
A1_HighGrowth_HighDebt_placebo,placebo_b,placebo,B057_A1_HighGrowth_HighDebt_placebo_b,baskets/placebo/B057_A1_HighGrowth_HighDebt_placebo_b.json
A2_GoodEPS_DecliningIndustry_placebo,placebo_a,placebo,B058_A2_GoodEPS_DecliningIndustry_placebo_a,baskets/placebo/B058_A2_GoodEPS_DecliningIndustry_placebo_a.json
A2_GoodEPS_DecliningIndustry_placebo,placebo_b,placebo,B059_A2_GoodEPS_DecliningIndustry_placebo_b,baskets/placebo/B059_A2_GoodEPS_DecliningIndustry_placebo_b.json
A3_HighRevenue_NegativeEPS_placebo,placebo_a,placebo,B060_A3_HighRevenue_NegativeEPS_placebo_a,baskets/placebo/B060_A3_HighRevenue_NegativeEPS_placebo_a.json
A3_HighRevenue_NegativeEPS_placebo,placebo_b,placebo,B061_A3_HighRevenue_NegativeEPS_placebo_b,baskets/placebo/B061_A3_HighRevenue_NegativeEPS_placebo_b.json
A4_ModerateGrowth_HeavyDebt_placebo,placebo_a,placebo,B062_A4_ModerateGrowth_HeavyDebt_placebo_a,baskets/placebo/B062_A4_ModerateGrowth_HeavyDebt_placebo_a.json
A4_ModerateGrowth_HeavyDebt_placebo,placebo_b,placebo,B063_A4_ModerateGrowth_HeavyDebt_placebo_b,baskets/placebo/B063_A4_ModerateGrowth_HeavyDebt_placebo_b.json
A5_StrongEPS_ShrinkingRevenue_placebo,placebo_a,placebo,B064_A5_StrongEPS_ShrinkingRevenue_placebo_a,baskets/placebo/B064_A5_StrongEPS_ShrinkingRevenue_placebo_a.json
A5_StrongEPS_ShrinkingRevenue_placebo,placebo_b,placebo,B065_A5_StrongEPS_ShrinkingRevenue_placebo_b,baskets/placebo/B065_A5_StrongEPS_ShrinkingRevenue_placebo_b.json
